"GeneSymbol","Median","HL","LASSO","BestModel"
"SMC1A",7779.20627291745,7782.45673194407,7935.53915607921,"Median"
"SMC2",7419.86059763602,7324.34871357554,7380.38406684163,"HL"
"SMC3",7410.35673040027,7396.07887698092,7587.54170706881,"HL"
"SMC4",7566.16117031323,7535.76153103126,7601.2917905506,"HL"
"SMCHD1",7220.41530593729,7093.69718310726,7139.51018395332,"HL"
"SMG5",6508.48277532337,6480.81643562423,6476.68741656984,"LASSO"
"SMG8",4709.60931681135,4660.43228532798,4645.87949235522,"LASSO"
"SMG9",4509.6783203237,4465.24639073274,NA,"HL"
"SMIM20",6225.01101794973,6091.57238528703,6196.59445014852,"HL"
"SMNDC1",6914.93703760269,6907.24011523643,6727.36223714239,"LASSO"
"SMPD4",6323.2944534637,6326.87859143293,6467.00736249535,"Median"
"SMPDL3B",5982.61943180187,5767.15241944427,5718.35502775797,"LASSO"
"SMS",8530.53960421486,8268.01073933753,8271.18406920784,"HL"
"SMTN",6157.2611338201,6027.85608535754,6016.21029007589,"LASSO"
"SMU1",7259.22437677976,7259.71133768998,7480.14594620534,"Median"
"SMYD3",5988.04194324837,5956.58730449018,5962.49810113422,"HL"
"SMYD5",6402.4828036222,6368.04758514374,6366.39537952999,"LASSO"
"SNAP23",6783.36115808363,6695.30951177428,6716.89644525221,"HL"
"SNAP29",7958.77658456057,7398.63036253485,7372.68687692219,"LASSO"
"SNAPIN",5984.46516354151,5982.42252410046,6042.34905195453,"HL"
"SNCA",9408.4246935597,9197.02053807098,9185.17364363935,"LASSO"
"SNCG",9484.13072556765,9338.08819554877,9308.90504860784,"LASSO"
"SND1",8631.42837254412,8516.95851698912,8564.56418084977,"HL"
"SNF8",6320.8130171668,6328.02456261491,6357.00684704039,"Median"
"SNRNP200",7846.79314266238,7855.69670197154,8215.71561182485,"Median"
"SNRNP40",7593.67742233479,7585.82191671094,7807.65810947959,"HL"
"SNRNP70",8249.29600433285,8248.64706942431,8357.46596149823,"HL"
"SNRPA",7489.18834631533,7474.68815748632,7521.7731121157,"HL"
"SNRPA1",7821.60888489724,7812.29220374721,7849.75479354825,"HL"
"SNRPB2",7160.77064430249,7171.87558989824,7312.76937569378,"Median"
"SNRPC",7180.78481429387,7191.92178076101,7172.01991697091,"LASSO"
"SNRPD1",8520.35151858343,8516.86070666576,NA,"HL"
"SNRPD2",8176.57651201366,8171.94909718476,8162.37883225573,"LASSO"
"SNRPD3",8581.17777284692,8579.23507841739,8624.14950139641,"HL"
"SNRPE",7831.82311730833,7842.56808730656,7839.76421846307,"Median"
"SNRPF",7711.54736666364,7703.11949640785,7783.95397689831,"HL"
"SNTB2",6985.19059049952,6931.23788966365,7102.30152429815,"HL"
"SNU13",8589.46240323284,8596.6825846686,8624.94738765324,"Median"
"SNUPN",6211.56634700501,6097.98834620104,6078.28598271565,"LASSO"
"SNW1",7678.02984988079,7675.31413924217,7583.92879237977,"LASSO"
"SNX1",7602.5219370273,7479.8253518451,NA,"HL"
"SNX12",8122.87112106131,8096.39738853659,8086.00413102631,"LASSO"
"SNX17",6717.7013953495,6695.56199017325,6690.71071879455,"LASSO"
"SNX2",7864.63652678504,7741.03683182889,7772.56821389325,"HL"
"SNX24",4397.53243294538,4287.10847815998,4281.88681505313,"LASSO"
"SNX27",7019.09930634273,6954.77311282025,6965.12277468239,"HL"
"SNX3",8164.88165497182,8069.20472354082,8163.12279629133,"HL"
"SNX4",6887.36035461678,6897.80263737196,6926.39406194653,"Median"
"SNX5",7826.4024358249,7788.66462833501,7860.07967454443,"HL"
"SNX6",7471.71358923781,7451.28691394278,7463.66969728253,"HL"
"SNX8",6739.75353161556,6582.32603417382,6631.9858595664,"HL"
"SNX9",6235.66491595605,5961.34785258566,5963.68360224289,"HL"
"SOAT1",7423.2855218498,7278.08402169736,7330.79893207111,"HL"
"SOD1",9480.36084379279,9396.75043449794,9283.03351252851,"LASSO"
"SOD2",9131.66920094334,9037.10489359278,8972.82339859799,"LASSO"
"SON",8155.43049375488,8152.54129585479,NA,"HL"
"SORBS2",8664.5205818047,8520.38932526082,8512.34994995077,"LASSO"
"SORD",8420.88771316001,8094.74706992535,8070.4752091929,"LASSO"
"SORT1",7962.36743027211,7626.00440449828,NA,"HL"
"SOWAHC",6453.87724547907,6278.92234975115,6301.76433600757,"HL"
"SP1",5788.9565511553,5774.1959917859,5772.3122792277,"LASSO"
"SP3",5768.62545196071,5759.41052645544,5836.14638471726,"HL"
"SPAG1",6793.00931480442,6508.59933035841,NA,"HL"
"SPAG7",7071.86409262668,7057.93667583534,6893.25267348128,"LASSO"
"SPAG9",7518.98903815624,7370.52796114672,7330.51316003457,"LASSO"
"SPARC",8432.38980004043,8187.35450258199,8122.26145309522,"LASSO"
"SPART",7912.25306422995,7648.43974038583,7648.56768829365,"HL"
"SPAST",5111.25476682052,5053.66074570974,5046.80913375352,"LASSO"
"SPATA20",6258.08682516523,6116.44434807743,6095.26185591798,"LASSO"
"SPATA5",6335.77483309405,6224.83630599459,6257.64768083284,"HL"
"SPATS2",5227.4304248973,5023.42282677451,5047.32284231674,"HL"
"SPATS2L",7945.83053261034,7719.21202468997,7696.30542562518,"LASSO"
"SPCS1",6574.05729068447,6571.73860277184,6547.37345332587,"LASSO"
"SPCS2",7803.3125247317,7775.35755125892,7889.56624164279,"HL"
"SPCS3",7084.73527839279,7018.88130188268,7113.36313861851,"HL"
"SPECC1L",6323.07511628781,6280.80462104553,6382.30222603497,"HL"
"SPG21",5284.85585761212,5254.00378673949,5297.19983243205,"HL"
"SPIN1",6531.68192515593,6438.34115765586,6547.06422541756,"HL"
"SPINT1",10056.3503562955,9866.90426255488,9844.52907669186,"LASSO"
"SPNS1",5718.34027299525,5654.2109619634,5656.67967123244,"HL"
"SPPL2A",5440.27039067731,5407.23832082895,5387.54030748804,"LASSO"
"SPR",7786.84674707454,7588.54281714262,7610.171869853,"HL"
"SPRY4",6921.64239555055,6590.40588286491,6582.67605373581,"LASSO"
"SPRYD7",6350.94947850835,6305.07551544242,6374.06026867387,"HL"
"SPTAN1",8448.90701474978,8397.85666595027,8432.82192348504,"HL"
"SPTBN1",8838.64982153665,8726.56325607499,8770.43487013907,"HL"
"SPTLC1",6881.16219396178,6830.05047985992,6840.39393338383,"HL"
"SPTLC2",7246.10282753176,7147.53201086353,7143.63711105156,"LASSO"
"SQLE",6956.63999407345,6691.09271093242,6688.60723755713,"LASSO"
"SQOR",9380.31002204929,9087.53314744718,9089.88481489628,"HL"
"SQSTM1",9023.69670117548,8886.17699604222,8873.76061745099,"LASSO"
"SRA1",7618.105517882,7594.63242507349,7556.46988689423,"LASSO"
"SRBD1",6622.79359724686,6582.31476749474,6607.34641997443,"HL"
"SREK1",6331.59368155827,6332.74843648277,6569.67973957031,"Median"
"SRI",8418.6639532514,8320.23354433555,8291.57965607,"LASSO"
"SRM",8787.88764332453,8623.16164495315,8518.36456195139,"LASSO"
"SRP14",7895.98547909264,7871.79214266723,7992.43334593357,"HL"
"SRP19",6649.45006237664,6659.57393184616,6562.69127042275,"LASSO"
"SRP54",7516.07733220886,7511.41520332707,7562.71913644236,"HL"
"SRP68",7697.67460610641,7695.60129814937,7713.56786416823,"HL"
"SRP72",7347.20990635003,7295.81191349765,7338.99631100764,"HL"
"SRP9",8320.10519117161,8311.35787344489,8351.50485462842,"HL"
"SRPK1",6882.07048147879,6735.8746661966,6912.67784446009,"HL"
"SRPK2",5491.0125775421,5375.73298201144,5367.97792635619,"LASSO"
"SRPRA",7391.66597253982,7326.08323511434,7356.43412383474,"HL"
"SRPRB",7370.82277712747,7344.65943658007,7374.31702287399,"HL"
"SRR",5437.45400596444,5303.42930497469,5270.42889189635,"LASSO"
"SRRM1",7737.52592042985,7716.44098590303,7762.92538328288,"HL"
"SRRM2",7801.66922691827,7793.08286988722,8085.49889164817,"HL"
"SRRT",7393.8564477942,7371.53900876132,7421.76748246969,"HL"
"SRSF1",8793.90182871965,8773.87450136177,8798.30387445081,"HL"
"SRSF10",7529.01603504741,7516.7239958638,7504.58578691414,"LASSO"
"SRSF11",7749.28430209557,7722.1369723883,7738.94669408429,"HL"
"SRSF2",7789.80047556917,7781.00585780587,7808.29101540597,"HL"
"SRSF3",8707.57603612912,8695.32454948468,8756.25399681253,"HL"
"SRSF4",5968.20587011603,5962.84376767537,5984.50655914002,"HL"
"SRSF5",7489.2635501711,7474.34343012809,7543.25141379838,"HL"
"SRSF6",7475.4608234897,7471.28094490201,7589.13180285359,"HL"
"SRSF7",8387.07192097918,8375.27876931171,8470.3530106647,"HL"
"SRSF9",8303.75954600021,8264.74377565876,8452.39764975018,"HL"
"SRXN1",7795.45238767518,7606.37742953541,7595.21184143248,"LASSO"
"SSB",8299.54390225511,8174.15395586768,8243.08655013825,"HL"
"SSBP1",8593.24543229335,8526.36331979035,8647.75796725353,"HL"
"SSH2",4765.48720141332,4732.28700434307,4715.92022400712,"LASSO"
"SSH3",6703.66116058335,6529.96837195489,6513.72494587663,"LASSO"
"SSNA1",6948.2666062994,6872.87835185434,6652.51233733423,"LASSO"
"SSR1",8140.30981536628,8052.50929289002,8147.12409933662,"HL"
"SSR3",7284.9592957727,7278.69427251998,7340.21849728514,"HL"
"SSR4",7839.31110976759,7827.19803247122,7841.3203347619,"HL"
"SSRP1",8099.70353487879,8079.26176863124,8097.86317959239,"HL"
"SSU72",6262.1148974646,6239.45375720354,6291.6006474597,"HL"
"STAG2",6356.94226144416,6349.08040567608,NA,"HL"
"STAM",6786.95224574085,6644.34024392256,6699.09975971557,"HL"
"STAM2",5818.61314601839,5749.34376106802,5770.55836219611,"HL"
"STAMBP",6141.1812086429,6048.17103229692,6086.80902595339,"HL"
"STAP2",5247.9462215405,5124.60940486031,5087.82004349324,"LASSO"
"STARD13",4844.58487751462,4716.52695432156,4697.87435696993,"LASSO"
"STARD3NL",5888.34344746761,5764.86501826419,5777.43168964285,"HL"
"STAT1",8681.58971937449,8574.74628888493,8469.36887826804,"LASSO"
"STAT2",6880.59456755944,6819.45334173997,6856.64344514447,"HL"
"STAT3",8153.07591724097,8027.54952460728,8017.13943359981,"LASSO"
"STAT6",6146.17006364325,5962.01449329572,6056.67428297949,"HL"
"STAU1",8250.39467175585,8198.94701750453,8204.85781414857,"HL"
"STAU2",6339.27621507102,6155.89005397554,6121.36300452634,"LASSO"
"STBD1",6172.34060658273,5865.88032845144,5857.64784431853,"LASSO"
"STEAP3",7302.24570311451,7132.78809425779,7106.19533742467,"LASSO"
"STEEP1",6016.24515490709,6001.73138859997,5876.11804749175,"LASSO"
"STIM1",7396.94878473971,7222.48634887065,7304.28393025323,"HL"
"STING1",7745.09984106096,7541.03475203254,7532.98445277045,"LASSO"
"STIP1",9392.74716161353,9356.52485975893,9329.41074861057,"LASSO"
"STK24",6917.00120042818,6816.94176626686,6822.85256291091,"HL"
"STK26",6674.6829295441,6422.50355270493,6415.04911912801,"LASSO"
"STK3",5598.93523101159,5515.10084708072,5450.07946939344,"LASSO"
"STK38L",7387.80788516719,7248.72692050348,7243.50592684941,"LASSO"
"STK39",5982.45970837308,5751.64260413586,5706.38059873651,"LASSO"
"STMN1",9889.81269984824,9695.50497210465,9553.68558040991,"LASSO"
"STOM",9011.61045267393,8766.30127192823,8762.62687779454,"LASSO"
"STOML2",8019.8593407238,7896.20044136679,7928.96134362231,"HL"
"STRAP",8260.12501529615,8192.97553179041,8264.75980699252,"HL"
"STRBP",7757.83665857635,7496.97573109883,7744.52850586761,"HL"
"STRIP1",6802.11203707777,6798.50971056885,6794.94968463902,"LASSO"
"STRN",6400.19561690057,6345.05449430861,6418.63700083054,"HL"
"STRN3",6619.9759849663,6347.29194772994,6400.32753242819,"HL"
"STRN4",5873.09222048599,5767.23521737929,5865.82052179241,"HL"
"STT3A",7674.13358800635,7628.05357221093,7710.13188646452,"HL"
"STT3B",7056.31152144979,7007.62822942087,7062.54347757959,"HL"
"STUB1",7703.74297417106,7500.00065785727,NA,"HL"
"STX10",6072.02223424594,5963.31801358403,6037.08930964298,"HL"
"STX12",6325.35096003732,6165.50212323022,6237.26437737176,"HL"
"STX16",5902.07550967412,5842.48584846597,5855.63992179915,"HL"
"STX17",6943.30541048278,6829.78569998251,6956.8134992859,"HL"
"STX18",5621.76727257147,5595.11521486315,5737.18396916103,"HL"
"STX3",7633.94864583139,7437.37312933606,7435.4824173212,"LASSO"
"STX4",5778.88832295203,5695.05959545195,5817.39057629788,"HL"
"STX5",6418.28976164512,6364.47888316783,6351.30686112039,"LASSO"
"STX6",6187.8215042676,6136.4171835836,6202.25225978931,"HL"
"STX7",7409.60964135249,7153.15576193167,7135.51928284004,"LASSO"
"STX8",5939.56720519055,5872.11614597737,5955.18636582297,"HL"
"STXBP1",7292.13756877356,7000.01510357719,6988.94239801439,"LASSO"
"STXBP2",7851.11576448126,7673.43855982517,7672.08601160021,"LASSO"
"STXBP3",6899.02505128843,6868.66648865681,6898.24121902673,"HL"
"SUB1",9196.66684997027,8953.01440057854,8900.62967117326,"LASSO"
"SUCLA2",7361.3845361267,7244.23672745361,7241.66327088491,"LASSO"
"SUCLG1",8193.58471110733,8148.28192142008,8202.79852401052,"HL"
"SUCLG2",8205.56874673954,8088.25686064478,8168.30921507127,"HL"
"SUGP2",6304.17298000327,6206.95150546849,6285.0496394812,"HL"
"SUGT1",8259.00015500192,8127.90771378357,8094.82178910723,"LASSO"
"SUMF1",5669.69990014196,5532.51077714898,5539.76422693085,"HL"
"SUMF2",8010.94755965197,7705.15280469936,7711.0636013434,"HL"
"SUMO1",7938.61602277037,7920.72995933203,7995.74452498997,"HL"
"SUMO2",6943.20909330496,6869.74389745434,6858.43651157163,"LASSO"
"SUN2",6979.40442525295,6886.93885561513,6978.24610029212,"HL"
"SUOX",6667.95664203644,6566.08097094008,6578.32809705983,"HL"
"SUPT16H",7916.17267121361,7853.19895544848,7945.16487935163,"HL"
"SUPT4H1",6828.08996451578,6835.30052590842,6814.94016127899,"LASSO"
"SUPT5H",6984.41948864485,6807.56003461035,6813.47083125439,"HL"
"SUPT6H",6445.27958762229,6364.36677601661,6490.09451924248,"HL"
"SUPV3L1",6718.9561565747,6657.42976417662,6705.04397285846,"HL"
"SURF1",5891.72900447139,5790.49753673384,5809.69811089921,"HL"
"SURF4",8268.17823197165,8163.89617394447,8159.34002622783,"LASSO"
"SURF6",6933.28130996454,6914.46843422812,7008.70909872915,"HL"
"SUV39H2",4456.22834110907,4425.63046293611,4527.80509295828,"HL"
"SUZ12",5793.89170682322,5765.95546315261,5884.74415059111,"HL"
"SVIL",8078.06997031505,7896.90930114131,7894.54709626817,"LASSO"
"SVIP",4826.18540675878,4747.87071086496,NA,"HL"
"SWAP70",7865.60066786082,7447.90749106006,7452.98929759648,"HL"
"SYAP1",7542.63915312859,7396.85546403386,7455.64868122299,"HL"
"SYMPK",6566.75401722213,6558.76175183592,6674.89995974232,"HL"
"SYNCRIP",8389.82801802057,8283.88109940403,8344.1129790671,"HL"
"SYNE1",9095.50485143705,8959.68496372905,8904.80229977442,"LASSO"
"SYNE2",6175.99292341199,6006.825304492,6072.86623022689,"HL"
"SYNGR2",7650.9543156963,7379.1927779014,7371.79480884984,"LASSO"
"SYNJ1",6696.52995995141,6600.69816681529,6645.93950690584,"HL"
"SYNJ2BP",7891.04492340862,7753.67363552846,7853.52175018107,"HL"
"SYNM",9861.77769570625,9842.42353455309,9827.84005915875,"LASSO"
"SYNPO",7303.30876875019,7080.12911792412,7057.23658595471,"LASSO"
"SYNRG",7627.31980011321,7574.5675613727,7514.82960985537,"LASSO"
"SYPL1",7546.33704268404,7268.93213661654,7356.47963209026,"HL"
"SYTL4",6652.18219874937,6506.5969327421,6501.7129912595,"LASSO"
"SYVN1",6651.80772124293,6604.56353280508,6634.50740243408,"HL"
"SZRD1",7337.81700414575,7331.74299389836,7264.88917625354,"LASSO"
"TAB1",6533.55172488833,6488.32301463644,6573.04312572799,"HL"
"TAB2",3936.18611368657,3889.12995363832,3911.89294337496,"HL"
"TACC1",5961.94977413591,5803.93596602625,6196.08728395633,"HL"
"TACC2",5952.17065389766,5847.84931454462,5953.12342488706,"HL"
"TACC3",6748.99568555546,6660.88524280347,6560.88987590878,"LASSO"
"TACO1",7752.99989816111,7623.90298182022,7700.66930716148,"HL"
"TAF10",4408.80550800367,4419.57050033269,4517.54556954567,"Median"
"TAF15",7439.72382739035,7358.09757583953,7387.10968450698,"HL"
"TAF5",4853.11472767991,4853.58364830891,4897.81362222276,"Median"
"TAGLN",8783.74562992736,8548.92127617434,8478.16029316888,"LASSO"
"TAGLN2",9957.27612939717,9856.58722726008,9799.34717697287,"LASSO"
"TALDO1",9378.03477760403,9117.65965359965,9123.57045024369,"HL"
"TANC2",6464.05992697453,6307.66187311805,6305.70630780418,"LASSO"
"TAOK3",8049.14576721212,7813.121995885,7776.2705329434,"LASSO"
"TAP1",6502.1318977664,6306.17851656265,6301.7928758433,"LASSO"
"TAP2",8008.40158440865,7932.44293717774,7910.26201290989,"LASSO"
"TAPBP",7837.89472571599,7741.34545649526,7698.47596771228,"LASSO"
"TARDBP",7882.38768135546,7883.70557707646,7988.21748613639,"Median"
"TARS1",8680.42133485941,8615.42891125639,8609.87834446239,"LASSO"
"TARS2",8119.24401775833,7863.29635021286,7904.83948115407,"HL"
"TATDN1",7370.09026961657,7144.87000878223,7057.31710202342,"LASSO"
"TAX1BP3",7172.59210438545,7056.53307263531,7049.18821270027,"LASSO"
"TBC1D1",4868.3447228347,4764.54756234646,4710.79610955532,"LASSO"
"TBC1D10B",5802.09351346735,5711.04444846808,5903.5113747386,"HL"
"TBC1D13",7342.69451767849,7314.28427304919,7353.61642005993,"HL"
"TBC1D15",7244.32910732869,7142.96330629416,7123.22792810382,"LASSO"
"TBC1D22A",4866.21372757661,4812.30719254,NA,"HL"
"TBC1D24",6898.94760566568,6765.13015955714,6824.72763793629,"HL"
"TBC1D4",8105.59254375746,7818.99525286083,7808.19784411903,"LASSO"
"TBC1D5",6039.2845724086,5928.01411884591,5972.41781611867,"HL"
"TBCA",9258.26752631603,9213.88250931833,9037.46550995145,"LASSO"
"TBCB",8311.24594262333,8129.82717856922,8186.38274625084,"HL"
"TBCC",6647.58405163251,6530.4629945241,6536.37379116814,"HL"
"TBCD",7414.60736757964,7381.22969804685,7434.6146813927,"HL"
"TBCE",6687.39076618713,6571.66810702883,6637.92268073309,"HL"
"TBL1XR1",6501.35768982066,6349.85062922508,6383.06223703583,"HL"
"TBL2",6226.32372746454,6150.01089691834,6177.9052203889,"HL"
"TBL3",7178.84163562444,7186.12366576733,7417.46335463545,"Median"
"TBPL1",4870.56477991325,4700.87687813001,NA,"HL"
"TBRG4",7455.53890491117,7444.11112562759,7624.51970453445,"HL"
"TCAF1",6535.75768575354,6377.01032814909,6381.35945893487,"HL"
"TCEA1",8752.62973673977,8678.38344964966,8614.4267543204,"LASSO"
"TCERG1",7377.22095749472,7366.05072855547,7445.83596480887,"HL"
"TCF12",5021.37023844821,4941.84806785917,4902.71927790408,"LASSO"
"TCF25",5871.13430735033,5798.79649565541,5827.11144713207,"HL"
"TCIRG1",6456.32214338237,6367.90081955962,6401.83235486206,"HL"
"TCOF1",8170.20588562477,8139.10087168372,8192.30316400137,"HL"
"TCP1",8636.9178468815,8587.21711824585,8624.99594752301,"HL"
"TCP11L1",5242.8414875831,5090.62977484525,5096.41360002758,"HL"
"TECR",7625.00579921551,7564.24090857928,7636.85442367618,"HL"
"TELO2",6282.2291817307,6286.53239458918,6337.60786838064,"Median"
"TENM3",6635.40300889282,6482.16269058529,6339.01613763852,"LASSO"
"TERF2IP",5375.11321529266,5300.14109065995,5388.6801509746,"HL"
"TES",8917.06117506564,8736.99471847595,8721.77191808257,"LASSO"
"TEX10",6344.92577340271,6330.25919655078,6390.0334191168,"HL"
"TEX264",7776.98121725773,7667.01134124003,7677.61638740081,"HL"
"TF",8129.56707246048,8127.30889870705,8121.38182087918,"LASSO"
"TFAM",7579.5232965485,7535.88205615643,7540.70103271189,"HL"
"TFB1M",6242.11662092613,6192.94428093656,6184.64301300837,"LASSO"
"TFB2M",7196.62729822891,7103.14648193163,7091.75597232182,"LASSO"
"TFCP2",6108.94009929514,5895.98464696232,5912.23725508806,"HL"
"TFDP1",5459.34914186067,5393.43294759116,NA,"HL"
"TFG",8311.62277936832,8229.11802016698,8232.73231371839,"HL"
"TFIP11",6574.3204366758,6581.20853570494,6687.91304069071,"Median"
"TFRC",8382.96076418848,8275.14786711599,8315.51495537465,"HL"
"TGFB1I1",7305.80859346521,7077.66986937967,7068.87807905401,"LASSO"
"TGM2",10185.3494413611,9848.24184928492,9847.07306327959,"LASSO"
"TGOLN2",6800.07589503036,6746.63452660526,6860.82857843534,"HL"
"THAP11",5093.53083514587,5029.51420744304,5118.22743490895,"HL"
"THBS1",7217.53450900775,7074.54080392719,7060.53379469308,"LASSO"
"THG1L",6148.77940835017,5995.56333842894,NA,"HL"
"THOC1",6270.49283444056,6248.17698957467,6408.16072272665,"HL"
"THOC2",6549.98453903691,6538.56428204233,6620.1346317688,"HL"
"THOC3",7273.57875660039,7223.1580915995,7256.81913077888,"HL"
"THOC5",6171.96359740945,6179.01551335934,6290.8095596907,"Median"
"THOC6",6431.22950583591,6426.94329947471,6450.78629446049,"HL"
"THOP1",7294.57589599321,7206.68358460097,7212.59438124501,"HL"
"THRAP3",7822.47138158376,7820.07674210189,7923.41924237546,"HL"
"THUMPD1",6098.01677883181,5990.35592573967,6079.85202355724,"HL"
"THUMPD3",7216.11199282181,7124.33222069737,7185.73810967777,"HL"
"THYN1",7122.4606454026,6949.69368706553,6896.49435035509,"LASSO"
"TIA1",6984.71528251711,6889.10729891144,6985.66108257889,"HL"
"TIAL1",6791.25796456709,6763.22904182236,6761.28233040982,"LASSO"
"TIGAR",7610.05880949418,7496.51188288432,7509.62393382759,"HL"
"TIMELESS",5931.80104069398,5855.96152846686,5854.63892163102,"LASSO"
"TIMM10",7327.14639220021,7322.8396944416,7319.66010133387,"LASSO"
"TIMM13",8152.54258296326,8136.21289352544,8262.44406280864,"HL"
"TIMM17A",4552.55638443949,4541.61959451501,4620.16262383414,"HL"
"TIMM21",6790.92711377702,6634.93795518143,6650.3895799482,"HL"
"TIMM23",5194.64944221059,5195.21417914838,5276.33179780051,"Median"
"TIMM44",7694.78276017031,7610.05913624662,7649.01240958886,"HL"
"TIMM50",7955.18159795248,7607.46402206058,7576.21239568532,"LASSO"
"TIMM8A",7146.70896050562,7078.92174615271,NA,"HL"
"TIMM8B",7055.0443630154,7031.88078013025,7077.83820742504,"HL"
"TIMM9",8451.23337835189,8377.34937952089,8439.23848693934,"HL"
"TIMP1",6902.54712492918,6759.11157604557,6698.32887546447,"LASSO"
"TIPIN",5766.5369600019,5752.48695325083,5795.51851860764,"HL"
"TIPRL",7937.22746093985,7846.99373969951,7849.05368174271,"HL"
"TJP1",8404.47824172589,8266.98571906186,8257.5884645804,"LASSO"
"TJP2",8453.62194629186,8130.25951887996,8130.35747869855,"HL"
"TK1",7931.76821308716,7891.04647560031,7902.23400737569,"HL"
"TKFC",7068.23459212642,6916.24747624583,7070.45561628158,"HL"
"TKT",9965.59132938454,9788.67888772104,9792.57365219817,"HL"
"TLE3",6091.65647327461,5942.24696191756,5937.27912213657,"LASSO"
"TLK2",5287.72611292919,5100.54011433872,5193.77971296106,"HL"
"TLN1",8707.69609310417,8477.29910860161,8631.05894893263,"HL"
"TLN2",7131.9980506284,6971.61226827621,7062.11925740572,"HL"
"TM7SF3",5567.90216881777,5436.55096489137,5427.18023976566,"LASSO"
"TM9SF1",6465.71654041183,6388.48889654493,6482.88664340919,"HL"
"TM9SF2",8135.18691802794,8007.00305731725,8047.13148353102,"HL"
"TM9SF3",7324.28464250993,7259.04064206663,7528.15750526199,"HL"
"TM9SF4",7782.39838247511,7725.74213492851,7805.33129885157,"HL"
"TMA16",6352.40273669741,6272.42068670543,6256.73460287991,"LASSO"
"TMA7",8170.16711499153,8130.46931411364,7889.1068462798,"LASSO"
"TMBIM1",6087.49634193538,5936.36962648553,5924.93686855378,"LASSO"
"TMBIM6",4544.69432313542,4484.12011240638,4486.36949570766,"HL"
"TMCC3",6293.30278471353,6101.13537917908,6067.31244670202,"LASSO"
"TMCO1",7582.32126508925,7551.70111319383,7518.42870739253,"LASSO"
"TMED1",5601.25174291374,5518.12936620644,5542.61194557754,"HL"
"TMED10",7574.30606335046,7474.62392415512,7588.62227913001,"HL"
"TMED2",7370.60847727005,7332.7750319557,7396.22139234664,"HL"
"TMED4",6885.95927647176,6775.70789177942,6816.09823623172,"HL"
"TMED5",7560.90331907595,7519.69103760185,7550.91510229015,"HL"
"TMED8",7292.96560234642,6953.11268437587,6937.69683804038,"LASSO"
"TMED9",7728.96315747784,7686.77737079982,7814.67359456374,"HL"
"TMEM106B",7639.88895115327,7508.9405113815,7465.94165152923,"LASSO"
"TMEM109",8145.6544140299,8051.18445818839,8121.34399773392,"HL"
"TMEM11",6590.0692509096,6518.91452088004,6614.46399992666,"HL"
"TMEM115",6544.40773107151,6453.64932155082,6491.48487946295,"HL"
"TMEM126A",6955.42755966753,6866.37776661406,7066.77763042448,"HL"
"TMEM14C",5539.62234011394,5425.13558214172,NA,"HL"
"TMEM160",6317.63780423293,6315.7543548267,6305.98463844566,"LASSO"
"TMEM165",6922.4079030517,6564.31311724648,6688.14730876743,"HL"
"TMEM167A",5470.96004401607,5418.11592178115,NA,"HL"
"TMEM192",6120.66160175579,6046.17876532103,6023.49712115027,"LASSO"
"TMEM205",7622.52439508963,7348.79705704543,7300.79452910649,"LASSO"
"TMEM214",6910.1083744387,6801.29569672323,6878.73833940475,"HL"
"TMEM245",5750.76232295156,5673.06781800617,5691.13054772882,"HL"
"TMEM263",8251.95264184938,8190.4266201508,8164.10659189601,"LASSO"
"TMEM30A",5594.63790580052,5570.63915741058,5594.38333210455,"HL"
"TMEM33",7817.94506617586,7718.21001068772,7721.43592480758,"HL"
"TMEM41B",5965.55754759874,5882.35416452184,5954.88750209825,"HL"
"TMEM43",8055.86833685344,7928.47999755843,7898.63359451783,"LASSO"
"TMEM59",8106.62865041508,8046.95901973427,8027.20368728367,"LASSO"
"TMEM70",7237.78188167024,7056.27655834382,7091.93556942817,"HL"
"TMEM87A",5789.8094124344,5633.76756765184,5667.87966306134,"HL"
"TMF1",7854.94080333129,7792.27531954543,7896.91315777624,"HL"
"TMOD3",7666.88593203041,7600.39283837787,7732.28071131116,"HL"
"TMPO",7827.16920167697,7742.27258228875,7744.38765082515,"HL"
"TMX1",7785.50971224655,7689.85382452915,7877.42028359765,"HL"
"TMX2",7286.93669991265,7224.55580817738,7394.59123477344,"HL"
"TMX3",7775.99069714739,7586.07620965468,7755.38212181854,"HL"
"TMX4",5914.69999155768,5653.20032880011,5678.59804783568,"HL"
"TNFAIP2",6797.17421525852,6532.54688824619,6536.0784661503,"HL"
"TNFAIP8",6099.38533459465,5901.46078717513,5854.95834742149,"LASSO"
"TNFRSF10B",7548.86791611673,7380.85490553363,7423.46626539763,"HL"
"TNK2",5184.16929504386,5154.51575711404,5158.07556523436,"HL"
"TNKS1BP1",8060.50277545956,7865.56609588754,7899.1152445618,"HL"
"TNPO1",7776.50054447678,7708.3113785354,7689.92278978879,"LASSO"
"TNPO2",6442.07752405011,6348.29385955878,6441.8772561201,"HL"
"TNPO3",7267.39589246145,7197.87324047361,7288.16434887281,"HL"
"TNRC6B",3861.09030551417,3824.0759430133,3895.74231219233,"HL"
"TNS1",3158.94492242066,3104.03801987812,3064.00474851534,"LASSO"
"TNS3",7120.88155458558,6865.22223478342,6870.87755408973,"HL"
"TOE1",6708.30131002266,6585.82121593929,6726.12008837885,"HL"
